"sample","scientific","maxn","family","genus","species","campaignid","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone","raw.hdd.number","con.hdd.number","id"
"70","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1321,114.922,20210308,"NA","West Coast","No-take","NA",38.7,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.70"
"71","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0923,114.908,20210308,"NA","West Coast","No-take","NA",43.5,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.71"
"72","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0685,114.747,20210310,"NA","West Coast","No-take","NA",105,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.72"
"73","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0802,114.848,20210309,"NA","West Coast","No-take","NA",43.4,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.73"
"74","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0513,114.769,20210311,"NA","West Coast","No-take","NA",64.9,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.74"
"75","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0836,114.816,20210311,"NA","West Coast","No-take","NA",49.6,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.75"
"76","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1217,114.916,20210308,"NA","West Coast","No-take","NA",43.3,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.76"
"77","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0979,114.75,20210310,"NA","West Coast","No-take","NA",111,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.77"
"78","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1182,114.841,20210309,"NA","West Coast","No-take","NA",46.7,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.78"
"79","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0875,114.783,20210310,"NA","West Coast","No-take","NA",63.5,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.79"
"8","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0554,114.851,20210309,"NA","West Coast","No-take","NA",42.5,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.8"
"80","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1034,114.832,20210309,"NA","West Coast","No-take","NA",46.6,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.80"
"81","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0726,114.775,20210311,"NA","West Coast","No-take","NA",67.3,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.81"
"82","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0964,114.759,20210310,"NA","West Coast","No-take","NA",100,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.82"
"83","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1341,114.838,20210309,"NA","West Coast","No-take","NA",47.9,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.83"
"84","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1034,114.78,20210310,"NA","West Coast","No-take","NA",69,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.84"
"85","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0701,114.767,20210311,"NA","West Coast","No-take","NA",76.3,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.85"
"86","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0774,114.865,20210309,"NA","West Coast","No-take","NA",41.2,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.86"
"87","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1259,114.805,20210311,"NA","West Coast","No-take","NA",59.2,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.87"
"88","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1351,114.827,20210309,"NA","West Coast","No-take","NA",50.3,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.88"
"89","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0945,114.775,20210310,"NA","West Coast","No-take","NA",72.3,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.89"
"9","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1175,114.813,20210311,"NA","West Coast","No-take","NA",51.7,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.9"
"90","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1003,114.731,20210310,"NA","West Coast","No-take","NA",122,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.90"
"91","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0807,114.928,20210308,"NA","West Coast","No-take","NA",44.8,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.91"
"92","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.101,114.918,20210308,"NA","West Coast","No-take","NA",44.3,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.92"
"93","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1196,114.845,20210309,"NA","West Coast","No-take","NA",45.1,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.93"
"94","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0889,114.787,20210310,"NA","West Coast","No-take","NA",62.7,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.94"
"95","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1229,114.91,20210308,"NA","West Coast","No-take","NA",41.2,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.95"
"96","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0975,114.776,20210310,"NA","West Coast","No-take","NA",71.4,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.96"
"97","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0872,114.842,20210309,"NA","West Coast","No-take","NA",44.8,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.97"
"98","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.1139,114.856,20210309,"NA","West Coast","No-take","NA",43.5,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.98"
"99","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.0555,114.916,20210308,"NA","West Coast","No-take","NA",47.2,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.99"
"Old Point","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.050194,114.869122,20210309,"NA","West Coast","No-take","NA",42.3,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.Old Point"
"S1","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.10277,114.639918,20210310,"NA","West Coast","No-take","NA",140,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.S1"
"S2","Neosebastidae Neosebastes sp1",0,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.10284,114.640335,20210310,"NA","West Coast","No-take","NA",140,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.S2"
"S3","Neosebastidae Neosebastes sp1",1,"Neosebastidae","Neosebastes","sp1","2021-03_West-Coast_BOSS","NA","NA",-34.102738,114.640238,20210310,"NA","West Coast","No-take","NA",140,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.S3"
"1","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1318,114.853,20210309,"NA","West Coast","No-take","NA",44.1,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.1"
"10","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1084,114.886,20210308,"NA","West Coast","No-take","NA",41.5,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.10"
"100","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0961,114.847,20210309,"NA","West Coast","No-take","NA",43.4,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.100"
"101","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0917,114.782,20210310,"NA","West Coast","No-take","NA",65.1,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.101"
"102","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1305,114.926,20210308,"NA","West Coast","No-take","NA",35.3,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.102"
"103","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0866,114.774,20210310,"NA","West Coast","No-take","NA",69.1,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.103"
"104","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1255,114.918,20210308,"NA","West Coast","No-take","NA",41.8,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.104"
"105","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0534,114.76,20210311,"NA","West Coast","No-take","NA",79.3,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.105"
"106","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1313,114.875,20210308,"NA","West Coast","No-take","NA",43.9,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.106"
"107","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1347,114.94,20210308,"NA","West Coast","No-take","NA",44.4,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.107"
"108","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1001,114.85,20210309,"NA","West Coast","No-take","NA",44.1,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.108"
"109","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0839,114.741,20210310,"NA","West Coast","No-take","NA",114,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.109"
"11","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1163,114.775,20210310,"NA","West Coast","No-take","NA",87.5,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.11"
"110","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0505,114.907,20210308,"NA","West Coast","No-take","NA",45,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.110"
"111","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1035,114.812,20210311,"NA","West Coast","No-take","NA",49.9,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.111"
"112","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0897,114.779,20210310,"NA","West Coast","No-take","NA",64.3,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.112"
"113","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0809,114.78,20210310,"NA","West Coast","No-take","NA",64.4,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.113"
"114","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0969,114.834,20210309,"NA","West Coast","No-take","NA",46.4,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.114"
"115","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1013,114.774,20210310,"NA","West Coast","No-take","NA",80.2,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.115"
"116","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1138,114.919,20210308,"NA","West Coast","No-take","NA",45.1,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.116"
"117","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0681,114.76,20210310,"NA","West Coast","No-take","NA",87.6,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.117"
"118","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0714,114.826,20210309,"NA","West Coast","No-take","NA",47.3,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.118"
"119","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0634,114.771,20210311,"NA","West Coast","No-take","NA",64.8,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.119"
"12","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0901,114.783,20210310,"NA","West Coast","No-take","NA",64.1,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.12"
"120","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0617,114.861,20210309,"NA","West Coast","No-take","NA",41.2,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.120"
"121","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0836,114.853,20210309,"NA","West Coast","No-take","NA",42.8,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.121"
"122","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0789,114.777,20210310,"NA","West Coast","No-take","NA",66.4,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.122"
"123","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0614,114.785,20210311,"NA","West Coast","No-take","NA",60.4,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.123"
"124","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1003,114.929,20210308,"NA","West Coast","No-take","NA",45,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.124"
"125","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.104,114.847,20210309,"NA","West Coast","No-take","NA",45.8,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.125"
"126","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0912,114.87,20210309,"NA","West Coast","No-take","NA",43.1,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.126"
"127","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0545,114.91,20210308,"NA","West Coast","No-take","NA",44,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.127"
"128","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0694,114.823,20210309,"NA","West Coast","No-take","NA",47.8,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.128"
"129","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0839,114.772,20210310,"NA","West Coast","No-take","NA",71.8,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.129"
"13","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.051,114.813,20210311,"NA","West Coast","No-take","NA",49.6,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.13"
"130","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1213,114.83,20210309,"NA","West Coast","No-take","NA",48.1,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.130"
"131","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0906,114.773,20210310,"NA","West Coast","No-take","NA",73.4,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.131"
"132","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1162,114.808,20210311,"NA","West Coast","No-take","NA",54.3,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.132"
"133","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.075,114.911,20210308,"NA","West Coast","No-take","NA",44,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.133"
"134","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0631,114.857,20210309,"NA","West Coast","No-take","NA",41.7,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.134"
"135","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0516,114.77,20210311,"NA","West Coast","No-take","NA",64.6,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.135"
"136","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0891,114.833,20210309,"NA","West Coast","No-take","NA",46,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.136"
"137","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0854,114.877,20210309,"NA","West Coast","No-take","NA",42.1,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.137"
"138","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.119,114.912,20210308,"NA","West Coast","No-take","NA",41.8,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.138"
"139","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0616,114.898,20210308,"NA","West Coast","No-take","NA",44,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.139"
"14","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0979,114.913,20210308,"NA","West Coast","No-take","NA",43.6,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.14"
"140","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1163,114.882,20210308,"NA","West Coast","No-take","NA",42.4,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.140"
"141","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1175,114.762,20210310,"NA","West Coast","No-take","NA",105,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.141"
"142","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0971,114.814,20210311,"NA","West Coast","No-take","NA",49.3,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.142"
"143","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0833,114.776,20210310,"NA","West Coast","No-take","NA",63.3,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.143"
"144","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1221,114.92,20210308,"NA","West Coast","No-take","NA",43.2,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.144"
"145","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0891,114.732,20210310,"NA","West Coast","No-take","NA",121,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.145"
"146","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1099,114.79,20210310,"NA","West Coast","No-take","NA",62.1,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.146"
"147","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0908,114.895,20210308,"NA","West Coast","No-take","NA",43.3,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.147"
"148","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0518,114.925,20210308,"NA","West Coast","No-take","NA",46.6,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.148"
"149","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1135,114.931,20210308,"NA","West Coast","No-take","NA",45.1,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.149"
"15","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0656,114.769,20210311,"NA","West Coast","No-take","NA",70.3,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.15"
"150","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1,114.917,20210308,"NA","West Coast","No-take","NA",44.6,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.150"
"16","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0848,114.924,20210308,"NA","West Coast","No-take","NA",44.1,"Claude","Yes","No","NA","NA","RAW2","CON1","2021-03_West-Coast_BOSS.16"
"17","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.0742,114.757,20210310,"NA","West Coast","No-take","NA",92.2,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.17"
"18","Odacidae Olisthops cyanomelas",0,"Odacidae","Olisthops","cyanomelas","2021-03_West-Coast_BOSS","NA","NA",-34.1078,114.787,20210310,"NA","West Coast","No-take","NA",61.6,"Claude","Yes","No","NA","NA","RAW3","CON1","2021-03_West-Coast_BOSS.18"
